rank,lemma,pos,popularity_count,pos_majority_ratio
2855,combinación,NOUN,27,1.0
2856,convocado,ADJ,27,0.962963
2857,moción,NOUN,27,1.0
2858,caminar,VERB,27,1.0
2859,padecer,VERB,27,1.0
2860,indemnización,NOUN,27,1.0
2863,baño,NOUN,27,1.0
2864,aniversario,NOUN,27,1.0
2866,billete,NOUN,27,1.0
2867,ácido,NOUN,27,0.592593
2868,ferroviario,ADJ,27,0.962963
2869,criatura,NOUN,27,1.0
2870,giro,NOUN,27,0.925926
2871,impulso,NOUN,27,1.0
2872,expectativa,NOUN,27,1.0
2873,monetario,ADJ,27,0.962963
2875,arquitecto,NOUN,27,0.888889
2876,rector,NOUN,27,0.888889
2877,televisivo,ADJ,27,1.0
2879,dolor,NOUN,27,0.888889
2880,inteligencia,NOUN,27,1.0
2881,manifestante,NOUN,27,1.0
2882,igualdad,NOUN,27,0.962963
2884,aprobación,NOUN,27,1.0
2885,bue,ADJ,27,0.888889
2886,parado,NOUN,27,0.740741
2887,gratuito,ADJ,27,0.962963
2888,vigor,NOUN,27,1.0
2889,hermoso,ADJ,27,0.962963
2890,arrastrar,VERB,27,0.962963
2891,elegido,ADJ,27,0.740741
2892,casado,ADJ,27,0.703704
2893,parlamento,NOUN,27,0.814815
2894,eficacia,NOUN,27,0.962963
2895,ecuatoriano,ADJ,27,0.777778
2896,guía,NOUN,27,0.962963
2897,universal,ADJ,27,0.814815
2899,agresivo,ADJ,27,1.0
2901,bronce,NOUN,27,0.888889
2902,comercializar,VERB,27,1.0
2903,planteamiento,NOUN,27,1.0
2904,pasaje,NOUN,27,1.0
2905,excesivo,ADJ,27,1.0
2906,retención,NOUN,27,1.0
2907,disputado,ADJ,27,1.0
2908,expediente,NOUN,27,1.0
2909,entrevistar,VERB,27,1.0
2910,informativo,ADJ,27,0.666667
2928,formal,ADJ,26,1.0
2929,condenado,ADJ,26,0.769231
2930,discográfico,ADJ,26,0.692308
2931,genético,ADJ,26,0.923077
2933,tranquilo,ADJ,26,0.961538
2934,referente,NOUN,26,0.730769
2935,fortuna,NOUN,26,0.961538
2936,barrera,NOUN,26,0.923077
2937,poblado,NOUN,26,0.769231
2938,cuartel,NOUN,26,0.961538
2940,arquitectura,NOUN,26,0.961538
2941,correo,NOUN,26,0.961538
2942,emoción,NOUN,26,1.0
2943,galería,NOUN,26,0.846154
2945,editar,VERB,26,1.0
2946,ingeniero,NOUN,26,0.961538
2947,dedo,NOUN,26,1.0
2948,inspirar,VERB,26,1.0
2949,requisito,NOUN,26,1.0
2950,asentamiento,NOUN,26,1.0
2951,impresión,NOUN,26,1.0
2953,umbral,NOUN,26,1.0
2954,mezclar,VERB,26,1.0
2955,fachada,NOUN,26,1.0
2956,estadística,NOUN,26,0.884615
2957,proporción,NOUN,26,1.0
2958,emprender,VERB,26,1.0
2959,cristal,NOUN,26,1.0
2960,campesino,NOUN,26,0.769231
2961,geográfico,ADJ,26,1.0
2962,reivindicación,NOUN,26,1.0
2963,anillo,NOUN,26,0.961538
2964,defensivo,ADJ,26,1.0
2965,boliviano,ADJ,26,0.884615
2966,monasterio,NOUN,26,0.807692
2967,publicado,ADJ,26,1.0
2968,resistir,VERB,26,1.0
2969,molecular,ADJ,26,0.923077
2970,juzgado,NOUN,26,0.769231
2971,rebaja,NOUN,26,1.0
2972,pelo,NOUN,26,0.923077
2973,caballero,NOUN,26,0.769231
2974,placa,NOUN,26,0.961538
2975,líquido,NOUN,26,0.615385
2976,dramático,ADJ,26,1.0
2977,multa,NOUN,26,1.0
2978,conducta,NOUN,26,1.0
2979,minero,ADJ,26,0.5
2980,hielo,NOUN,26,0.884615
2981,esconder,VERB,26,1.0
2982,defensor,NOUN,26,0.884615
2983,mediado,NOUN,26,0.884615
2984,preciso,ADJ,26,1.0
2985,pegar,VERB,26,0.961538
2986,calendario,NOUN,26,1.0
2987,revolucionario,ADJ,26,0.692308
2989,cuota,NOUN,26,1.0
2990,encargado,ADJ,26,0.730769
2991,recomendación,NOUN,26,1.0
2992,seno,NOUN,26,1.0
2994,lenguaje,NOUN,26,1.0
2995,profesión,NOUN,26,1.0
2996,pactar,VERB,26,1.0
2997,derechos,NOUN,26,0.923077
2998,humanos,NOUN,26,0.884615
2999,presionar,VERB,26,1.0
3000,llenar,VERB,26,1.0
3001,despertar,VERB,26,1.0
3002,volante,NOUN,26,0.884615
3003,prohibición,NOUN,26,1.0
3004,bebé,NOUN,26,1.0
3005,importe,NOUN,26,1.0
3006,pensamiento,NOUN,26,0.961538
3007,escudería,NOUN,26,1.0
3012,junio,NOUN,26,0.923077
3017,tan,NOUN,26,1.0
3021,recalcar,VERB,26,1.0
3028,interesado,ADJ,25,0.88
3029,plomo,NOUN,25,0.96
3030,reportar,VERB,25,1.0
3032,ascenso,NOUN,25,1.0
3033,utilización,NOUN,25,1.0
3034,esquema,NOUN,25,1.0
3035,piscina,NOUN,25,1.0
3036,tragedia,NOUN,25,1.0
3037,confundir,VERB,25,1.0
3039,ambiental,ADJ,25,1.0
3040,genial,ADJ,25,1.0
3041,solicitud,NOUN,25,1.0
3042,arco,NOUN,25,0.88
3044,competitivo,ADJ,25,1.0
3045,significado,NOUN,25,1.0
3046,ubicación,NOUN,25,1.0
3047,canto,NOUN,25,0.96
3048,alejar,VERB,25,1.0
3052,triste,ADJ,25,0.96
3053,dotar,VERB,25,1.0
3054,tender,VERB,25,1.0
3055,bloqueo,NOUN,25,0.96
3056,monumento,NOUN,25,1.0
3057,indígena,ADJ,25,0.52
3058,recomer,VERB,25,1.0
3059,dictadura,NOUN,25,1.0
3060,cargar,VERB,25,1.0
3061,totalidad,NOUN,25,1.0
3062,natal,ADJ,25,1.0
3063,interesante,ADJ,25,1.0
3065,ópera,NOUN,25,0.88
3066,belleza,NOUN,25,0.92
3067,prestigio,NOUN,25,1.0
3068,separación,NOUN,25,1.0
3069,caliente,ADJ,25,0.8
3070,cotidiano,ADJ,25,1.0
3071,envío,NOUN,25,0.96
3073,vacaciones,NOUN,25,0.96
3074,organizador,NOUN,25,0.8
3075,forzar,VERB,25,1.0
3076,retrasar,VERB,25,1.0
3077,modalidad,NOUN,25,1.0
3078,portería,NOUN,25,1.0
3079,artificial,ADJ,25,0.96
3080,subsidio,NOUN,25,1.0
3081,ministra,NOUN,25,1.0
3082,cerebral,ADJ,25,1.0
3083,tío,NOUN,25,1.0
3084,derivado,ADJ,25,0.68
3085,inventar,VERB,25,1.0
3086,posiblemente,ADV,25,1.0
3087,tranquilidad,NOUN,25,1.0
3088,sensibilidad,NOUN,25,1.0
3089,cola,NOUN,25,0.84
3090,ligero,ADJ,25,0.96
3091,basado,ADJ,25,1.0
3092,culminar,VERB,25,1.0
3093,irregularidad,NOUN,25,1.0
3094,turno,NOUN,25,1.0
3095,batir,VERB,25,1.0
3096,divertido,ADJ,25,0.96
3097,semejante,ADJ,25,0.68
3098,eventual,ADJ,25,0.96
3099,coordinador,NOUN,25,0.96
3100,dominicano,ADJ,25,0.76
3101,traspasar,VERB,25,1.0
3102,divisa,NOUN,25,1.0
3103,escaño,NOUN,25,1.0
3104,telefonía,NOUN,25,0.96
3105,sea,NOUN,25,0.64
3106,racha,NOUN,25,1.0
3107,eliminación,NOUN,25,1.0
3108,reelección,NOUN,25,1.0
3115,atreverse,VERB,25,1.0
3119,barcelonista,ADJ,25,0.64
3128,variante,NOUN,24,1.0
3129,hotelero,ADJ,24,0.875
3132,realización,NOUN,24,1.0
3133,documental,NOUN,24,0.666667
3134,primavera,NOUN,24,0.875
3135,citado,ADJ,24,1.0
3136,logro,NOUN,24,0.958333
3137,balance,NOUN,24,1.0
3138,heredero,NOUN,24,0.958333
3139,reparto,NOUN,24,1.0
3140,feria,NOUN,24,0.75
3141,engañar,VERB,24,1.0
3142,estatuto,NOUN,24,0.916667
3143,altitud,NOUN,24,1.0
3144,noble,ADJ,24,0.583333
3145,dependencia,NOUN,24,0.958333
3146,precisión,NOUN,24,1.0
3147,regulación,NOUN,24,1.0
3149,hambre,NOUN,24,0.958333
3150,útil,ADJ,24,1.0
3151,fotografía,NOUN,24,1.0
3152,agrupar,VERB,24,1.0
3153,gloria,NOUN,24,0.791667
3154,normalmente,ADV,24,1.0
3155,alegar,VERB,24,1.0
3156,moderado,ADJ,24,0.958333
3157,cementerio,NOUN,24,0.958333
3158,instar,VERB,24,1.0
3160,cálculo,NOUN,24,1.0
3162,programación,NOUN,24,1.0
3163,huevo,NOUN,24,0.958333
3164,alternativo,ADJ,24,1.0
3165,desmentir,VERB,24,1.0
3166,comerciante,NOUN,24,1.0
3169,portal,NOUN,24,0.875
3170,exhibir,VERB,24,1.0
3171,monarca,NOUN,24,0.958333
3172,debatir,VERB,24,1.0
3173,productora,NOUN,24,0.916667
3174,instancia,NOUN,24,1.0
3175,riqueza,NOUN,24,1.0
3176,seguramente,ADV,24,1.0
3177,oficio,NOUN,24,0.958333
3178,mensual,ADJ,24,1.0
3179,revisar,VERB,24,1.0
3180,escolar,ADJ,24,0.583333
3181,contexto,NOUN,24,1.0
3182,hundir,VERB,24,1.0
3183,colaborador,NOUN,24,1.0
3184,observación,NOUN,24,1.0
3185,energético,ADJ,24,1.0
3186,asturiano,ADJ,24,0.666667
3187,bombero,NOUN,24,1.0
3188,facturación,NOUN,24,1.0
3189,fabricación,NOUN,24,1.0
3191,relativamente,ADV,24,0.958333
3192,empatar,VERB,24,1.0
3193,reproducir,VERB,24,1.0
3194,potente,ADJ,24,1.0
3195,extraer,VERB,24,1.0
3196,complicar,VERB,24,1.0
3197,abuso,NOUN,24,1.0
3198,remedio,NOUN,24,0.916667
3199,reformar,VERB,24,1.0
3200,cómodo,ADJ,24,1.0
3201,creador,NOUN,24,0.791667
3202,preocupado,ADJ,24,1.0
3203,siniestro,NOUN,24,0.791667
3204,cotización,NOUN,24,1.0
3219,techo,NOUN,23,0.956522
3220,costo,NOUN,23,1.0
3221,invitado,NOUN,23,0.652174
3222,paseo,NOUN,23,0.869565
3223,ecológico,ADJ,23,1.0
3224,gerente,NOUN,23,1.0
3225,fatal,ADJ,23,0.869565
3227,ignorar,VERB,23,1.0
3228,combinar,VERB,23,1.0
3229,continental,ADJ,23,0.826087
3230,trono,NOUN,23,1.0
3231,novia,NOUN,23,0.956522
3232,promocionar,VERB,23,1.0
3233,orilla,NOUN,23,0.956522
3234,contundente,ADJ,23,1.0
3235,toque,NOUN,23,0.956522
3236,drama,NOUN,23,0.956522
3237,roca,NOUN,23,0.826087
3238,rayo,NOUN,23,0.956522
3239,antigüedad,NOUN,23,0.956522
3240,corporación,NOUN,23,0.73913
3241,entero,ADJ,23,0.869565
3242,golpear,VERB,23,1.0
3243,datar,VERB,23,1.0
3244,escasez,NOUN,23,1.0
3245,inmenso,ADJ,23,0.956522
3246,ola,NOUN,23,1.0
3247,proveniente,ADJ,23,0.782609
3250,pesca,NOUN,23,0.956522
3251,tercio,NOUN,23,1.0
3252,ajustar,VERB,23,1.0
3254,desvelar,VERB,23,1.0
3255,infancia,NOUN,23,0.956522
3256,cerebro,NOUN,23,0.956522
3257,sospechoso,ADJ,23,0.695652
3260,minoría,NOUN,23,1.0
3261,anciano,NOUN,23,0.869565
3262,aviso,NOUN,23,1.0
3263,transmisión,NOUN,23,1.0
3264,supremo,ADJ,23,0.608696
3265,canadiense,ADJ,23,0.695652
3266,supuestamente,ADV,23,1.0
3267,precedente,NOUN,23,0.826087
3268,alcohol,NOUN,23,0.956522
3269,portada,NOUN,23,1.0
3270,doña,NOUN,23,0.826087
3271,islámico,ADJ,23,1.0
3272,enseñanza,NOUN,23,1.0
3273,canario,ADJ,23,0.782609
3274,comedia,NOUN,23,0.913043
3275,criminal,ADJ,23,0.521739
3276,otoño,NOUN,23,1.0
3277,tropical,ADJ,23,0.913043
3279,coronel,NOUN,23,0.826087
3280,fortaleza,NOUN,23,0.913043
3281,provenir,VERB,23,1.0
3282,farmacéutico,ADJ,23,0.695652
3283,moto,NOUN,23,1.0
3284,exceso,NOUN,23,1.0
3285,consultar,VERB,23,1.0
3286,fácilmente,ADV,23,1.0
3287,mente,NOUN,23,0.913043
3288,cobertura,NOUN,23,1.0
3289,suceso,NOUN,23,1.0
3290,trágico,ADJ,23,1.0
3292,universo,NOUN,23,0.782609
3293,botella,NOUN,23,0.956522
3294,montaje,NOUN,23,1.0
3295,avanzado,ADJ,23,1.0
3296,cable,NOUN,23,1.0
3297,transparencia,NOUN,23,1.0
3298,obedecer,VERB,23,1.0
3299,americana,ADJ,23,0.652174
3300,sano,ADJ,23,0.956522
3301,ingeniería,NOUN,23,0.782609
3302,onda,NOUN,23,0.956522
3304,contenedor,NOUN,23,1.0
3306,uruguayo,ADJ,23,0.73913
3307,irregular,ADJ,23,1.0
3308,tradicionalmente,ADV,23,1.0
3309,fraude,NOUN,23,1.0
3310,magistrado,NOUN,23,1.0
3311,explorar,VERB,23,1.0
3312,examen,NOUN,23,1.0
3313,fiscalía,NOUN,23,1.0
3314,imprescindible,ADJ,23,0.956522
3315,gesto,NOUN,23,1.0
3316,retener,VERB,23,1.0
3317,saca,NOUN,23,0.869565
3339,invasión,NOUN,22,1.0
3340,ocultar,VERB,22,1.0
3342,disparo,NOUN,22,1.0
3344,gótico,ADJ,22,0.863636
3345,doméstico,ADJ,22,0.954545
3346,habilidad,NOUN,22,1.0
3349,incluido,ADJ,22,0.954545
3350,nocturno,ADJ,22,0.954545
3351,obligatorio,ADJ,22,1.0
3352,abundante,ADJ,22,1.0
3353,hembra,NOUN,22,0.954545
3354,single,NOUN,22,1.0
3355,alcance,NOUN,22,1.0
3356,amable,ADJ,22,0.954545
3358,paisaje,NOUN,22,1.0
3359,menú,NOUN,22,1.0
3360,directora,NOUN,22,0.909091
3361,contemporáneo,ADJ,22,0.909091
3362,queso,NOUN,22,1.0
3363,secuencia,NOUN,22,1.0
3364,virtual,ADJ,22,1.0
3365,variado,ADJ,22,1.0
3366,motivar,VERB,22,1.0
3367,reinado,NOUN,22,1.0
3368,opuesto,ADJ,22,0.954545
3370,voluntario,ADJ,22,0.590909
3371,toro,NOUN,22,0.727273
3372,mapa,NOUN,22,1.0
3373,facultad,NOUN,22,0.727273
3374,tumba,NOUN,22,1.0
3375,personalmente,ADV,22,1.0
3376,coleóptero,NOUN,22,1.0
3377,especializar,VERB,22,1.0
3379,originario,ADJ,22,0.772727
3380,bilateral,ADJ,22,1.0
3381,obstáculo,NOUN,22,1.0
3382,kurdo,ADJ,22,0.545455
3383,vapor,NOUN,22,1.0
3384,insecto,NOUN,22,1.0
3385,monopolio,NOUN,22,1.0
3387,recuento,NOUN,22,1.0
3388,capa,NOUN,22,1.0
3389,insuficiente,ADJ,22,0.954545
3391,naval,ADJ,22,0.909091
3392,relato,NOUN,22,1.0
3394,especialidad,NOUN,22,1.0
3395,bombardeo,NOUN,22,1.0
3396,navarro,ADJ,22,0.5
3397,mediano,ADJ,22,0.863636
3398,silla,NOUN,22,0.954545
3399,tribu,NOUN,22,1.0
3400,demandar,VERB,22,1.0
3401,camiseta,NOUN,22,1.0
3402,vigilancia,NOUN,22,1.0
3403,decena,NOUN,22,0.954545
3404,retraso,NOUN,22,1.0
3405,redactar,VERB,22,1.0
3406,delicado,ADJ,22,1.0
3407,infección,NOUN,22,1.0
3408,pesado,ADJ,22,0.954545
3409,penalti,NOUN,22,1.0
3410,optimista,ADJ,22,1.0
3411,exhibición,NOUN,22,1.0
3413,hueso,NOUN,22,1.0
3414,creencia,NOUN,22,1.0
3415,desgracia,NOUN,22,1.0
3416,rodilla,NOUN,22,0.954545
3417,compatriota,NOUN,22,1.0
3418,difusión,NOUN,22,1.0
3419,estreno,NOUN,22,1.0
3420,reaccionar,VERB,22,1.0
3421,anular,VERB,22,1.0
3422,prostituta,NOUN,22,1.0
3423,castigar,VERB,22,1.0
3424,nacido,ADJ,22,0.909091
3425,urna,NOUN,22,1.0
3426,sondeo,NOUN,22,1.0
3437,yugoslavo,ADJ,22,1.0
3439,sentenciar,VERB,21,1.0
3440,fantástico,ADJ,21,0.904762
3441,inteligente,ADJ,21,1.0
3442,franja,NOUN,21,0.952381
3443,aceptor,ADJ,21,0.666667
3445,maravilloso,ADJ,21,0.904762
3446,graduar,VERB,21,1.0
3448,cerro,NOUN,21,0.666667
3449,sacrificio,NOUN,21,1.0
3450,ejecución,NOUN,21,1.0
3451,cinematográfico,ADJ,21,1.0
3452,culpa,NOUN,21,1.0
3453,arrojar,VERB,21,1.0
3454,dictador,NOUN,21,1.0
3455,promotor,NOUN,21,0.952381
3456,duque,NOUN,21,0.857143
3457,arrestar,VERB,21,1.0
3458,traje,NOUN,21,1.0
3459,gastar,VERB,21,1.0
3460,extenso,ADJ,21,1.0
3461,agujero,NOUN,21,1.0
3462,sigla,NOUN,21,0.952381
3464,asilo,NOUN,21,0.952381
3466,exclusivo,ADJ,21,0.952381
3467,gama,NOUN,21,0.904762
3468,mineral,NOUN,21,0.571429
3469,eterno,ADJ,21,1.0
3472,cueva,NOUN,21,0.666667
3473,granja,NOUN,21,0.952381
3474,multitud,NOUN,21,1.0
3475,clínica,NOUN,21,1.0
3476,estándar,ADJ,21,0.47619
3477,transformación,NOUN,21,0.952381
3479,lágrima,NOUN,21,1.0
3480,arreglar,VERB,21,1.0
3481,cuento,NOUN,21,0.857143
3482,homosexual,NOUN,21,0.666667
3483,relatar,VERB,21,1.0
3485,teniente,NOUN,21,0.952381
3486,alimentación,NOUN,21,0.952381
3487,aconsejar,VERB,21,1.0
3490,plástico,NOUN,21,0.761905
3491,remontar,VERB,21,1.0
3493,arroz,NOUN,21,1.0
3494,reparación,NOUN,21,1.0
3497,culpable,ADJ,21,0.619048
3498,tránsito,NOUN,21,0.952381
3499,diferenciar,VERB,21,0.952381
3500,difundir,VERB,21,1.0
3501,gritar,VERB,21,1.0
3502,exclusivamente,ADV,21,1.0
3503,variación,NOUN,21,1.0
3504,sucio,ADJ,21,1.0
3505,desatar,VERB,21,1.0
3506,pasear,VERB,21,1.0
3507,mitin,NOUN,21,1.0
3509,reconocido,ADJ,21,1.0
3511,concretar,VERB,21,1.0
3512,tormenta,NOUN,21,0.952381
3513,luna,NOUN,21,0.571429
3514,noruego,ADJ,21,0.666667
3515,sospecha,NOUN,21,1.0
3516,comportar,VERB,21,1.0
3517,trasero,ADJ,21,0.952381
3518,adolescente,NOUN,21,0.809524
3519,asesor,NOUN,21,0.857143
3520,trimestre,NOUN,21,0.904762
3521,tejido,NOUN,21,0.904762
3523,panameño,ADJ,21,0.857143
3524,pesquero,ADJ,21,0.857143
3525,adaptación,NOUN,21,1.0
3526,provocado,ADJ,21,1.0
3528,amante,NOUN,21,0.904762
3529,oscilar,VERB,21,1.0
3530,considerado,ADJ,21,1.0
3531,salvaje,ADJ,21,0.809524
3532,rebote,NOUN,21,1.0
3533,amar,VERB,21,0.952381
3534,razonable,ADJ,21,0.952381
3535,mayoritario,ADJ,21,0.952381
3536,rumano,ADJ,21,0.761905
3537,retomar,VERB,21,1.0
3538,reivindicar,VERB,21,1.0
3540,fomentar,VERB,21,1.0
3541,hondureño,ADJ,21,0.809524
3542,novedad,NOUN,21,1.0
3543,leve,ADJ,21,1.0
3544,vencedor,NOUN,21,0.952381
3545,desaparición,NOUN,21,1.0
3546,protegido,ADJ,21,0.857143
3547,vinculado,ADJ,21,1.0
3548,dimitir,VERB,21,1.0
3549,subasta,NOUN,21,1.0
3550,miseria,NOUN,21,1.0
3551,entendimiento,NOUN,21,1.0
3552,ciego,ADJ,21,0.809524
3553,protagonismo,NOUN,21,1.0
3554,restar,VERB,21,1.0
3555,encarnar,VERB,21,1.0
3579,docente,NOUN,20,0.6
3581,cruce,NOUN,20,1.0
3582,equipamiento,NOUN,20,1.0
3583,ida,NOUN,20,1.0
3584,concretamente,ADV,20,1.0
3585,saga,NOUN,20,0.8
3587,jurado,NOUN,20,0.95
3588,coordinación,NOUN,20,1.0
3590,semilla,NOUN,20,1.0
3592,culto,NOUN,20,0.65
3593,viuda,NOUN,20,1.0
3594,cercanía,NOUN,20,1.0
3596,imperial,ADJ,20,0.7
3597,rata,NOUN,20,1.0
3598,dictar,VERB,20,1.0
3602,patrón,NOUN,20,1.0
3603,increíble,ADJ,20,1.0
3604,rodaje,NOUN,20,1.0
3605,empujar,VERB,20,1.0
3606,dulce,ADJ,20,0.8
3607,misa,NOUN,20,0.85
3608,bóveda,NOUN,20,1.0
3610,planear,VERB,20,0.95
3611,convivencia,NOUN,20,1.0
3614,cumplimiento,NOUN,20,1.0
3615,evidencia,NOUN,20,1.0
3616,válido,ADJ,20,1.0
3617,pase,NOUN,20,0.9
3618,choque,NOUN,20,1.0
3619,fan,NOUN,20,1.0
3621,amiga,NOUN,20,0.9
3624,arrancar,VERB,20,1.0
3625,cocaína,NOUN,20,1.0
3626,puntualizar,VERB,20,1.0
3627,cerveza,NOUN,20,1.0
3628,frecuentemente,ADV,20,1.0
3629,hipótesis,NOUN,20,1.0
3630,carnaval,NOUN,20,0.75
3631,impresionante,ADJ,20,1.0
3632,pintar,VERB,20,1.0
3633,barra,NOUN,20,0.85
3634,bono,NOUN,20,1.0
3636,campeona,NOUN,20,1.0
3637,psicológico,ADJ,20,1.0
3638,libra,NOUN,20,0.9
3639,equivalente,ADJ,20,0.5
3640,aplauso,NOUN,20,1.0
3641,parada,NOUN,20,0.95
3642,contrastar,VERB,20,1.0
3643,traspaso,NOUN,20,1.0
3644,ruptura,NOUN,20,1.0
3645,medicamento,NOUN,20,1.0
3646,dosis,NOUN,20,1.0
3647,adquisición,NOUN,20,1.0
3648,bailar,VERB,20,1.0
3649,rebelde,ADJ,20,0.65
3650,reclamación,NOUN,20,1.0
3651,baile,NOUN,20,1.0
3654,pasillo,NOUN,20,1.0
3655,triunfar,VERB,20,1.0
3656,inscribir,VERB,20,0.9
3657,informático,ADJ,20,0.95
3658,claridad,NOUN,20,1.0
3659,ajeno,ADJ,20,0.95
3660,president,NOUN,20,1.0
3661,bruto,ADJ,20,0.85
3662,permanencia,NOUN,20,1.0
3663,agricultor,NOUN,20,1.0
3664,pilar,NOUN,20,0.55
3665,compensar,VERB,20,1.0
3666,intérprete,NOUN,20,1.0
3667,espejo,NOUN,20,0.9
3668,limitado,ADJ,20,1.0
3669,sueldo,NOUN,20,1.0
3670,privilegiado,ADJ,20,0.85
3671,signo,NOUN,20,1.0
3672,novio,NOUN,20,1.0
3674,responsabilizar,VERB,20,1.0
3675,ocurrido,ADJ,20,0.85
3676,idéntico,ADJ,20,1.0
3677,exclusión,NOUN,20,1.0
3678,disolución,NOUN,20,1.0
3679,indicio,NOUN,20,1.0
3680,sexual,ADJ,20,1.0
3681,absurdo,ADJ,20,0.85
3682,desarrollado,ADJ,20,1.0
3683,instante,NOUN,20,1.0
3684,cotizar,VERB,20,1.0
3685,artefacto,NOUN,20,1.0
3686,parcialmente,ADV,20,1.0
3687,reflexión,NOUN,20,1.0
3688,fracasar,VERB,20,1.0
3689,preferencia,NOUN,20,1.0
3690,chocar,VERB,20,0.95
3691,adversario,NOUN,20,0.9
3692,recorte,NOUN,20,1.0
3693,gabinete,NOUN,20,1.0
3694,barcelonés,ADJ,20,0.65
3695,optimismo,NOUN,20,1.0
3696,despacho,NOUN,20,1.0
3697,polémico,ADJ,20,0.95
3712,años,NOUN,20,0.95
3716,vincular,VERB,19,1.0
3718,remitir,VERB,19,1.0
3719,relevante,ADJ,19,1.0
3724,gravedad,NOUN,19,1.0
3725,desayuno,NOUN,19,1.0
3726,característico,ADJ,19,0.894737
3727,campamento,NOUN,19,0.947368
3728,movilidad,NOUN,19,1.0
3729,carbono,NOUN,19,0.842105
3730,esperado,ADJ,19,0.842105
3731,avalar,VERB,19,0.947368
3732,consistorio,NOUN,19,1.0
3733,valenciano,ADJ,19,0.789474
3734,vegetal,ADJ,19,0.684211
3735,reparar,VERB,19,1.0
3736,saldo,NOUN,19,1.0
3737,cuidar,VERB,19,1.0
3738,eficiente,ADJ,19,0.947368
3739,lucir,VERB,19,1.0
3740,guerrero,NOUN,19,0.526316
3741,magnitud,NOUN,19,1.0
3742,teórico,ADJ,19,0.947368
3743,erigir,VERB,19,1.0
3744,meseta,NOUN,19,0.842105
3750,sureste,NOUN,19,0.842105
3751,colgar,VERB,19,1.0
3752,asignar,VERB,19,1.0
3754,unanimidad,NOUN,19,1.0
3755,pasta,NOUN,19,0.947368
3756,suroeste,NOUN,19,0.842105
3757,himno,NOUN,19,0.947368
3758,bello,ADJ,19,0.789474
3759,sonrisa,NOUN,19,1.0
3760,gris,ADJ,19,0.736842
3761,expulsión,NOUN,19,1.0
3762,sacerdote,NOUN,19,1.0
3764,fruta,NOUN,19,1.0
3768,escolta,NOUN,19,1.0
3769,persecución,NOUN,19,1.0
3770,sancionar,VERB,19,1.0
3771,subterráneo,ADJ,19,1.0
3772,reír,VERB,19,0.947368
3773,agenda,NOUN,19,1.0
3775,laborista,ADJ,19,0.684211
3776,vocal,ADJ,19,0.578947
3777,agrario,ADJ,19,0.947368
3778,trazado,NOUN,19,0.789474
3779,podio,NOUN,19,1.0
3780,monitor,NOUN,19,0.947368
3781,noreste,NOUN,19,0.947368
3782,temático,ADJ,19,0.947368
3783,pancarta,NOUN,19,1.0
3784,orgulloso,ADJ,19,1.0
3785,matrícula,NOUN,19,1.0
3786,uniforme,NOUN,19,0.736842
3787,precipitar,VERB,19,1.0
3788,socialdemócrata,ADJ,19,0.578947
3789,arsenal,NOUN,19,0.578947
3790,sospechar,VERB,19,1.0
3791,divino,ADJ,19,0.789474
3792,constantemente,ADV,19,1.0
3794,inscripción,NOUN,19,1.0
3796,economista,NOUN,19,1.0
3798,aparentemente,ADV,19,1.0
3799,activar,VERB,19,1.0
3801,mero,ADJ,19,1.0
3802,odio,NOUN,19,1.0
3804,girar,VERB,19,0.894737
3805,cuestionar,VERB,19,1.0
3806,revés,NOUN,19,1.0
3807,establecido,ADJ,19,1.0
3808,guerrilla,NOUN,19,1.0
3809,cobre,NOUN,19,0.947368
3810,síndrome,NOUN,19,0.894737
3811,mito,NOUN,19,1.0
3812,locura,NOUN,19,1.0
3813,productivo,ADJ,19,1.0
3814,lamentable,ADJ,19,0.947368
3815,convenir,VERB,19,1.0
3816,catástrofe,NOUN,19,0.947368
3817,inauguración,NOUN,19,1.0
3819,fuga,NOUN,19,1.0
3821,seminario,NOUN,19,0.789474
3823,segmento,NOUN,19,1.0
3824,gozar,VERB,19,1.0
3825,suave,ADJ,19,1.0
3826,dañar,VERB,19,1.0
3827,incapaz,ADJ,19,0.894737
3828,últimamente,ADV,19,1.0
3829,llegado,ADJ,19,0.842105
3830,alusión,NOUN,19,1.0
3831,ciudadanía,NOUN,19,1.0
3832,innovación,NOUN,19,0.947368
3833,paralelamente,ADV,19,1.0
3835,conveniente,ADJ,19,0.947368
3836,vial,ADJ,19,0.631579
3837,orientar,VERB,19,1.0
3838,anónimo,ADJ,19,0.789474
3840,reservar,VERB,19,1.0
3841,encantado,ADJ,19,1.0
3842,insulto,NOUN,19,1.0
3843,arrebatar,VERB,19,1.0
3844,confusión,NOUN,19,1.0
3845,estrellar,VERB,19,1.0
3846,nacionalismo,NOUN,19,1.0
3847,prolongar,VERB,19,1.0
3848,tele,NOUN,19,0.947368
3849,suscribir,VERB,19,1.0
3850,barril,NOUN,19,0.947368
3851,lección,NOUN,19,1.0
3852,tregua,NOUN,19,1.0
3853,digno,ADJ,19,1.0
3854,madridista,ADJ,19,0.842105
3856,fijado,ADJ,19,1.0
3866,sufrido,ADJ,19,1.0
3867,presidido,ADJ,19,1.0
3876,dopado,NOUN,19,0.526316
3889,tenis,NOUN,18,0.944444
3892,publicidad,NOUN,18,1.0
3893,saludar,VERB,18,1.0
3895,software,NOUN,18,0.944444
